cgpa,backlogs,certifications,aptitude,coding,communication,projects,hackathon,resume,branch,placement_readiness,company_fit
5.06,3,5,94,45,42,1,1,6,0,0,Not Eligible
7.34,0,7,50,84,53,2,0,9,1,1,Tier 2
5.28,4,0,52,75,41,1,0,10,2,0,Not Eligible
5.59,3,8,90,84,68,3,0,6,2,0,Not Eligible
5.59,3,4,63,43,57,1,0,10,0,0,Not Eligible
8.25,4,4,96,49,76,6,0,2,1,1,Tier 1
8.73,0,4,68,91,84,2,0,8,1,1,Tier 1
7.92,3,5,95,40,84,0,1,5,0,1,Tier 2
9.81,2,1,93,60,63,0,0,9,4,1,Tier 1
6.87,4,5,44,79,95,1,1,10,3,0,Not Eligible
6.43,1,3,74,78,85,5,0,9,4,0,Not Eligible
9.34,1,7,58,76,51,2,1,4,5,1,Tier 1
6.12,0,8,94,42,92,4,1,1,3,0,Not Eligible
9.82,2,8,52,86,84,0,1,9,1,1,Tier 1
5.06,3,7,44,70,71,7,0,9,3,0,Not Eligible
9.85,1,2,83,66,57,3,1,8,3,1,Tier 1
5.22,0,9,53,56,52,6,0,5,1,0,Not Eligible
9.46,2,3,77,62,43,2,1,5,2,1,Tier 1
7.64,2,0,61,52,62,2,0,10,3,1,Tier 2
9.96,0,8,48,86,93,6,0,6,0,1,Tier 1
5.37,0,4,88,66,49,0,1,1,4,0,Not Eligible
7.77,3,5,79,90,94,6,0,9,1,1,Tier 2
9.85,0,2,65,59,44,6,1,5,1,1,Tier 1
7.62,3,9,84,85,89,4,1,7,3,1,Tier 2
8.15,3,7,44,92,79,7,0,8,2,1,Tier 1
8.48,4,6,68,52,53,6,1,5,2,1,Tier 1
7.27,2,0,93,83,99,3,0,3,4,1,Tier 2
8.14,2,9,61,63,73,4,1,6,4,1,Tier 1
7.92,2,4,88,94,67,3,0,7,2,1,Tier 2
9.51,4,9,42,80,47,0,0,4,5,1,Tier 1
5.23,3,8,67,98,55,2,0,9,2,0,Not Eligible
6.4,3,5,77,42,70,3,1,4,2,0,Not Eligible
9.75,0,7,53,82,46,2,0,10,3,1,Tier 1
9.45,4,9,86,49,42,1,0,2,0,1,Tier 1
7.28,0,0,53,40,68,1,0,9,4,1,Tier 2
8.1,4,9,82,88,75,7,0,4,5,1,Tier 1
6.39,0,6,50,99,78,0,0,4,5,0,Not Eligible
5.94,1,2,48,97,43,7,0,10,1,0,Not Eligible
7.32,2,8,77,52,48,0,0,1,2,1,Tier 2
6.77,2,5,86,53,94,5,0,2,2,0,Not Eligible
7.92,3,4,83,72,56,0,0,3,0,1,Tier 2
5.39,1,7,45,41,88,1,1,7,2,0,Not Eligible
9.87,2,7,40,41,59,3,0,9,4,1,Tier 1
9.93,3,2,64,78,53,6,0,5,5,1,Tier 1
8.49,1,1,55,80,85,6,0,4,2,1,Tier 1
7.68,2,1,91,95,68,6,1,2,0,1,Tier 2
6.55,0,4,54,70,96,4,0,7,3,0,Not Eligible
9.07,4,9,73,43,52,6,0,6,4,1,Tier 1
8.42,1,6,56,73,75,0,1,7,3,1,Tier 1
5.81,3,7,42,58,84,6,1,8,1,0,Not Eligible
9.55,1,9,42,97,92,4,1,9,0,1,Tier 1
9.11,3,7,76,76,56,4,0,10,1,1,Tier 1
9.75,1,7,56,48,86,1,0,5,1,1,Tier 1
8.63,3,9,94,63,89,5,0,5,5,1,Tier 1
8.07,2,2,88,52,82,3,0,4,1,1,Tier 1
7.09,0,1,91,83,43,1,1,3,1,1,Tier 2
9.66,2,3,77,69,99,0,1,7,0,1,Tier 1
9.33,0,0,40,58,59,1,0,5,3,1,Tier 1
5.23,2,2,46,80,50,1,1,7,2,0,Not Eligible
5.13,2,8,65,49,81,1,0,2,1,0,Not Eligible
6.88,1,6,86,90,61,0,0,9,5,0,Not Eligible
9.05,4,6,78,81,84,0,0,9,2,1,Tier 1
9.94,3,0,58,83,93,7,0,9,5,1,Tier 1
5.75,3,6,91,53,47,1,1,5,2,0,Not Eligible
7.97,3,9,93,79,67,1,1,10,1,1,Tier 2
6.9,0,6,69,87,84,4,0,9,4,0,Not Eligible
9.85,3,3,82,88,80,7,0,1,2,1,Tier 1
9.21,3,6,94,59,69,3,1,2,4,1,Tier 1
9.19,1,7,53,43,72,4,1,10,3,1,Tier 1
7.34,2,2,52,77,72,5,0,5,2,1,Tier 2
7.07,3,9,59,83,86,3,1,5,0,1,Tier 2
6.37,4,1,65,99,93,7,1,6,5,0,Not Eligible
5.28,3,6,66,89,75,5,1,8,3,0,Not Eligible
9.32,0,4,64,78,66,3,0,1,3,1,Tier 1
9.06,0,4,48,44,59,1,1,10,4,1,Tier 1
10.0,0,4,80,81,72,7,1,9,1,1,Tier 1
9.98,3,6,87,71,64,7,1,4,5,1,Tier 1
7.78,1,8,51,45,83,4,1,8,0,1,Tier 2
8.84,4,7,49,98,82,3,1,5,0,1,Tier 1
9.72,3,5,45,53,58,5,0,1,4,1,Tier 1
9.25,1,6,89,45,86,3,1,9,4,1,Tier 1
6.24,1,8,73,53,60,0,1,8,3,0,Not Eligible
7.25,3,5,98,51,81,3,1,5,4,1,Tier 2
5.65,3,0,91,66,72,6,1,4,1,0,Not Eligible
9.77,1,3,80,93,95,1,0,8,3,1,Tier 1
8.03,1,7,58,65,42,2,0,9,3,1,Tier 1
6.14,1,6,45,51,53,0,0,7,3,0,Not Eligible
8.36,3,2,41,47,54,2,1,4,0,1,Tier 1
8.09,1,9,54,49,72,7,1,7,5,1,Tier 1
6.79,0,2,56,55,81,1,0,6,5,0,Not Eligible
5.57,3,2,55,91,61,6,0,3,0,0,Not Eligible
8.36,0,0,67,65,40,7,0,10,3,1,Tier 1
7.6,2,9,60,47,70,2,0,3,1,1,Tier 2
8.86,3,0,47,80,86,7,0,1,2,1,Tier 1
7.6,2,5,49,84,74,3,0,5,3,1,Tier 2
9.26,1,0,49,68,92,2,1,8,4,1,Tier 1
7.76,1,4,89,59,59,4,1,6,5,1,Tier 2
7.8,4,3,49,56,71,1,0,8,2,1,Tier 2
9.38,1,4,48,58,94,4,1,7,0,1,Tier 1
7.02,2,6,67,56,93,2,1,2,0,1,Tier 2
5.67,1,5,63,78,51,7,0,8,2,0,Not Eligible
5.14,3,8,58,99,90,6,0,4,5,0,Not Eligible
8.78,1,5,72,40,55,7,1,5,5,1,Tier 1
8.1,4,8,43,98,98,7,1,8,4,1,Tier 1
8.52,1,3,95,91,47,4,1,5,0,1,Tier 1
6.06,2,0,42,68,95,0,0,5,0,0,Not Eligible
5.68,2,0,81,53,53,2,1,6,3,0,Not Eligible
5.07,1,9,51,56,57,5,0,7,1,0,Not Eligible
6.75,2,6,57,52,94,4,0,9,4,0,Not Eligible
7.95,2,2,62,68,69,3,1,7,3,1,Tier 2
6.96,4,1,59,73,72,2,0,6,1,0,Not Eligible
7.19,3,5,45,66,73,6,0,10,0,1,Tier 2
9.52,4,5,92,85,95,5,0,4,1,1,Tier 1
6.74,0,6,73,72,83,6,1,10,0,0,Not Eligible
7.57,4,4,81,68,88,0,1,2,5,1,Tier 2
8.92,1,7,41,76,73,3,1,9,3,1,Tier 1
6.98,3,6,69,78,99,2,0,10,0,0,Not Eligible
8.11,1,1,48,58,88,6,1,5,1,1,Tier 1
9.31,0,0,66,85,92,3,0,5,3,1,Tier 1
9.75,3,8,81,63,46,2,1,3,1,1,Tier 1
5.74,2,4,73,53,45,2,0,3,1,0,Not Eligible
9.63,4,4,79,86,45,1,1,1,2,1,Tier 1
7.46,1,9,63,76,61,4,1,5,0,1,Tier 2
6.29,0,3,88,44,47,2,0,3,0,0,Not Eligible
7.3,2,1,56,92,76,0,0,2,1,1,Tier 2
9.9,4,4,68,63,54,5,1,9,5,1,Tier 1
7.46,2,1,75,73,65,4,1,10,0,1,Tier 2
6.64,4,6,89,89,78,1,0,6,4,0,Not Eligible
8.17,3,8,51,70,42,4,1,3,5,1,Tier 1
6.2,2,8,70,69,96,4,0,7,5,0,Not Eligible
5.38,2,5,88,99,49,2,0,9,5,0,Not Eligible
5.64,2,0,48,95,42,0,0,9,0,0,Not Eligible
5.64,3,5,58,48,69,2,0,1,5,0,Not Eligible
5.76,0,4,85,66,85,6,0,2,5,0,Not Eligible
5.69,4,3,85,67,61,0,0,8,3,0,Not Eligible
8.2,2,5,56,81,42,6,0,1,0,1,Tier 1
5.91,3,5,41,65,40,0,0,3,5,0,Not Eligible
6.73,0,5,79,57,72,3,0,7,4,0,Not Eligible
9.48,4,1,44,75,58,2,0,8,5,1,Tier 1
7.37,3,6,98,47,75,7,0,5,1,1,Tier 2
8.34,4,3,78,57,73,7,0,2,0,1,Tier 1
5.86,2,8,93,59,96,6,0,3,3,0,Not Eligible
5.96,0,9,87,97,70,1,0,9,4,0,Not Eligible
5.2,3,1,55,71,82,5,0,10,2,0,Not Eligible
5.84,0,4,56,68,63,7,0,7,1,0,Not Eligible
6.39,2,3,93,88,51,7,1,1,1,0,Not Eligible
5.89,0,8,66,87,52,4,1,3,1,0,Not Eligible
5.44,0,3,46,57,55,3,0,9,4,0,Not Eligible
5.6,1,7,91,46,55,6,1,7,0,0,Not Eligible
7.3,0,7,47,40,90,1,1,2,0,1,Tier 2
6.03,4,5,47,67,94,5,1,6,5,0,Not Eligible
6.82,3,5,62,72,91,5,0,9,5,0,Not Eligible
7.52,1,7,71,89,92,2,0,4,0,1,Tier 2
8.45,3,9,82,43,59,0,0,10,5,1,Tier 1
5.2,3,8,86,94,80,6,1,2,0,0,Not Eligible
9.0,2,4,57,59,87,2,1,3,1,1,Tier 1
8.14,2,0,77,92,66,5,0,7,2,1,Tier 1
5.41,1,0,93,91,78,2,1,4,1,0,Not Eligible
9.37,2,1,51,75,52,3,1,7,5,1,Tier 1
9.6,2,9,54,96,43,6,0,5,2,1,Tier 1
5.31,2,9,67,70,71,1,1,8,2,0,Not Eligible
6.38,3,4,94,77,84,5,1,8,0,0,Not Eligible
9.03,1,3,77,67,79,6,0,5,3,1,Tier 1
8.74,3,0,89,42,73,7,1,7,4,1,Tier 1
5.92,4,3,95,45,78,3,0,6,3,0,Not Eligible
6.05,3,3,70,84,82,1,0,8,2,0,Not Eligible
6.85,4,9,91,62,56,7,0,9,3,0,Not Eligible
7.42,0,3,48,46,63,3,0,5,5,1,Tier 2
8.09,0,0,47,95,68,4,0,7,2,1,Tier 1
6.84,4,8,85,75,85,0,0,1,1,0,Not Eligible
7.31,4,2,58,40,67,7,0,8,5,1,Tier 2
8.74,3,3,90,45,84,7,1,3,1,1,Tier 1
5.18,4,4,47,63,86,0,0,1,5,0,Not Eligible
6.26,1,6,73,76,61,0,1,6,0,0,Not Eligible
8.57,0,5,96,84,67,4,1,8,5,1,Tier 1
9.48,0,4,43,90,92,5,0,3,4,1,Tier 1
7.56,4,7,70,75,64,5,1,1,1,1,Tier 2
7.66,2,0,77,63,80,4,0,3,5,1,Tier 2
5.54,2,6,42,77,42,0,0,5,4,0,Not Eligible
7.24,4,5,74,84,96,0,0,8,0,1,Tier 2
7.66,1,4,58,68,52,1,0,9,5,1,Tier 2
6.21,2,6,82,76,70,1,0,9,4,0,Not Eligible
6.35,4,2,68,84,52,7,0,4,5,0,Not Eligible
6.89,1,0,49,71,80,2,1,8,1,0,Not Eligible
5.1,1,8,51,64,57,7,1,5,1,0,Not Eligible
6.61,3,1,85,49,76,6,1,3,3,0,Not Eligible
6.06,1,9,69,74,82,6,1,5,3,0,Not Eligible
6.64,2,2,69,94,73,6,1,2,5,0,Not Eligible
5.6,2,7,99,64,56,3,0,6,3,0,Not Eligible
9.45,4,9,57,66,94,1,1,1,5,1,Tier 1
7.97,4,8,63,84,91,1,0,6,5,1,Tier 2
8.4,1,2,71,71,60,1,0,5,4,1,Tier 1
8.95,0,5,48,98,75,1,0,9,1,1,Tier 1
7.49,3,6,86,51,93,7,0,7,0,1,Tier 2
5.43,0,0,63,43,98,4,0,6,2,0,Not Eligible
7.69,1,6,65,81,89,2,0,7,1,1,Tier 2
7.93,1,3,42,65,95,1,0,10,3,1,Tier 2
8.73,0,4,62,42,91,5,1,5,5,1,Tier 1
7.16,3,7,50,56,79,3,0,1,3,1,Tier 2
5.64,0,3,49,48,58,6,0,9,4,0,Not Eligible
6.42,4,3,89,68,51,1,1,5,3,0,Not Eligible
6.82,2,7,75,40,67,4,1,4,4,0,Not Eligible
8.23,4,4,99,57,50,5,0,6,0,1,Tier 1
7.85,2,5,52,80,87,6,1,5,5,1,Tier 2
6.78,1,4,68,92,76,0,0,1,3,0,Not Eligible
9.93,3,0,77,59,67,7,0,2,4,1,Tier 1
8.03,0,6,98,96,74,0,0,4,3,1,Tier 1
6.19,3,5,92,80,83,6,0,8,4,0,Not Eligible
5.51,0,1,52,73,54,2,1,5,5,0,Not Eligible
5.76,4,6,96,90,55,0,1,7,5,0,Not Eligible
6.23,4,5,65,67,84,1,1,2,1,0,Not Eligible
5.8,0,4,59,87,46,6,0,8,4,0,Not Eligible
5.93,3,7,44,74,86,4,0,5,2,0,Not Eligible
6.43,0,4,59,55,42,2,1,4,0,0,Not Eligible
5.87,1,1,53,60,70,5,1,9,1,0,Not Eligible
9.48,4,5,84,52,51,1,0,6,0,1,Tier 1
5.4,1,0,53,74,47,0,1,4,1,0,Not Eligible
7.62,4,4,47,81,64,3,1,8,3,1,Tier 2
7.05,4,5,87,93,83,7,0,3,4,1,Tier 2
9.91,2,6,52,71,89,1,1,10,3,1,Tier 1
5.56,1,1,63,89,74,3,0,2,0,0,Not Eligible
6.99,1,0,54,77,51,5,1,7,5,0,Not Eligible
9.85,2,5,90,45,94,3,1,4,0,1,Tier 1
9.33,3,2,40,89,60,5,0,4,1,1,Tier 1
9.09,1,4,61,77,65,2,0,10,0,1,Tier 1
6.29,0,1,73,77,94,4,0,9,4,0,Not Eligible
5.85,2,0,89,93,41,0,0,2,0,0,Not Eligible
8.34,1,0,90,99,53,7,0,1,3,1,Tier 1
9.65,3,3,79,52,85,0,0,7,5,1,Tier 1
7.78,1,9,42,85,43,7,1,8,4,1,Tier 2
7.86,4,1,94,92,56,1,1,3,0,1,Tier 2
6.4,0,0,65,78,86,6,0,2,2,0,Not Eligible
8.85,2,5,53,52,87,0,0,4,2,1,Tier 1
5.94,4,3,97,86,44,2,0,2,5,0,Not Eligible
6.62,3,9,80,51,63,0,1,2,3,0,Not Eligible
7.13,4,6,47,92,88,1,1,5,1,1,Tier 2
7.54,4,5,88,98,94,0,1,10,1,1,Tier 2
6.21,3,4,94,72,46,4,1,5,5,0,Not Eligible
5.57,4,9,94,67,62,5,0,8,0,0,Not Eligible
8.05,2,1,95,96,86,3,1,9,4,1,Tier 1
6.44,1,4,55,42,56,3,1,2,5,0,Not Eligible
7.91,4,8,81,57,51,5,1,1,1,1,Tier 2
5.77,2,8,60,65,50,3,0,3,2,0,Not Eligible
7.41,1,1,49,93,90,4,1,6,1,1,Tier 2
7.66,1,6,96,79,50,2,0,5,2,1,Tier 2
5.26,4,9,64,41,73,1,1,8,1,0,Not Eligible
6.68,2,3,95,43,86,4,1,8,3,0,Not Eligible
5.67,4,2,77,89,76,1,1,2,5,0,Not Eligible
5.32,3,0,61,67,89,2,0,9,4,0,Not Eligible
9.95,1,2,88,67,68,4,1,4,5,1,Tier 1
6.61,4,8,87,64,92,0,1,1,0,0,Not Eligible
9.05,1,8,86,65,92,6,0,2,2,1,Tier 1
6.27,2,6,93,84,87,2,1,6,1,0,Not Eligible
8.41,0,2,85,86,75,3,1,5,0,1,Tier 1
8.8,4,2,43,41,66,4,1,7,2,1,Tier 1
7.98,4,3,43,81,94,2,1,9,5,1,Tier 2
7.36,1,6,69,73,81,2,1,6,2,1,Tier 2
7.06,2,6,41,69,61,4,0,6,3,1,Tier 2
6.74,3,1,68,60,41,3,1,2,1,0,Not Eligible
9.65,2,4,82,83,86,5,1,7,5,1,Tier 1
9.15,4,6,75,76,75,3,0,2,0,1,Tier 1
9.83,3,6,60,83,87,2,0,7,1,1,Tier 1
5.62,2,5,99,62,69,1,1,8,5,0,Not Eligible
8.65,0,9,60,72,98,5,1,1,1,1,Tier 1
9.69,1,9,87,99,46,7,1,9,4,1,Tier 1
5.91,2,7,60,41,96,5,0,8,2,0,Not Eligible
5.33,2,2,43,66,96,2,1,9,2,0,Not Eligible
8.71,0,0,40,87,51,4,0,5,4,1,Tier 1
7.87,4,2,65,98,42,4,0,4,4,1,Tier 2
9.21,1,1,95,61,56,4,0,1,1,1,Tier 1
5.7,2,1,90,73,80,3,1,9,2,0,Not Eligible
8.98,3,1,41,55,71,0,1,4,0,1,Tier 1
6.01,2,4,48,59,47,4,1,4,3,0,Not Eligible
5.82,1,0,94,65,62,4,0,4,5,0,Not Eligible
5.82,2,9,96,55,77,5,1,2,4,0,Not Eligible
9.07,0,3,84,45,69,1,1,4,0,1,Tier 1
8.33,2,9,57,84,54,1,0,2,0,1,Tier 1
7.62,2,4,87,83,49,2,0,8,1,1,Tier 2
6.79,3,1,87,62,94,2,0,7,4,0,Not Eligible
9.39,0,4,96,81,98,2,0,10,0,1,Tier 1
6.96,0,9,81,76,96,4,0,2,3,0,Not Eligible
9.08,2,3,80,47,77,1,1,2,0,1,Tier 1
7.2,3,7,50,45,54,2,0,2,3,1,Tier 2
6.88,2,0,64,76,69,7,1,1,3,0,Not Eligible
7.31,2,4,65,91,85,1,0,6,3,1,Tier 2
6.51,1,9,97,61,65,4,1,6,4,0,Not Eligible
8.74,1,0,75,45,90,5,1,1,3,1,Tier 1
7.51,3,9,81,93,84,4,0,1,4,1,Tier 2
6.16,4,9,74,71,53,2,0,6,0,0,Not Eligible
9.5,1,3,77,56,42,4,1,6,3,1,Tier 1
6.92,4,7,42,77,75,4,0,4,2,0,Not Eligible
7.72,0,0,98,56,65,7,0,3,0,1,Tier 2
9.53,1,1,80,76,53,1,0,9,5,1,Tier 1
8.12,1,0,74,62,70,0,0,6,2,1,Tier 1
5.58,3,6,89,88,53,7,0,1,2,0,Not Eligible
9.7,4,1,79,88,97,3,0,3,1,1,Tier 1
8.14,1,0,61,52,79,7,0,1,4,1,Tier 1
6.67,1,5,47,71,49,2,0,3,1,0,Not Eligible
5.7,3,5,54,61,48,6,1,2,4,0,Not Eligible
8.97,3,9,84,46,85,0,1,5,1,1,Tier 1
8.1,4,1,46,61,79,5,0,3,0,1,Tier 1
7.67,0,0,58,60,82,6,0,7,2,1,Tier 2
9.47,0,9,79,45,81,2,1,8,0,1,Tier 1
8.94,2,2,81,53,57,0,0,7,4,1,Tier 1
5.76,1,9,56,55,75,4,0,2,2,0,Not Eligible
6.56,4,4,40,42,75,2,0,10,2,0,Not Eligible
6.24,1,5,84,48,51,0,0,10,4,0,Not Eligible
8.72,4,2,68,86,89,3,1,7,0,1,Tier 1
5.17,4,8,97,60,79,4,0,10,2,0,Not Eligible
7.85,4,4,52,89,42,7,1,3,5,1,Tier 2
8.81,1,1,95,69,57,2,0,7,0,1,Tier 1
9.38,3,9,87,69,46,5,1,1,0,1,Tier 1
6.71,1,5,68,99,70,7,1,2,0,0,Not Eligible
9.11,4,7,80,81,40,5,1,10,2,1,Tier 1
5.55,2,5,81,81,70,2,0,1,3,0,Not Eligible
9.23,0,3,45,71,93,0,0,9,1,1,Tier 1
5.64,4,5,44,62,52,7,0,2,4,0,Not Eligible
6.99,2,7,73,42,68,7,1,2,0,0,Not Eligible
8.99,3,7,50,40,42,2,0,6,2,1,Tier 1
5.75,4,9,48,42,68,6,0,7,4,0,Not Eligible
6.15,2,1,77,96,74,4,1,2,3,0,Not Eligible
8.61,4,7,79,76,54,1,0,4,5,1,Tier 1
8.6,1,5,80,46,60,7,1,3,3,1,Tier 1
8.21,2,1,48,42,58,5,0,5,2,1,Tier 1
8.47,1,0,47,75,67,7,1,9,0,1,Tier 1
7.71,1,5,83,88,43,7,1,2,3,1,Tier 2
6.26,2,6,97,42,84,0,1,5,3,0,Not Eligible
6.73,0,9,79,94,52,3,1,8,3,0,Not Eligible
5.91,2,4,42,43,54,7,1,6,5,0,Not Eligible
9.54,0,9,52,70,90,2,1,4,2,1,Tier 1
7.92,4,7,58,41,87,4,1,10,4,1,Tier 2
7.0,4,8,73,53,78,2,0,8,1,0,Not Eligible
7.31,2,3,71,76,71,3,1,3,2,1,Tier 2
9.74,4,6,88,70,42,4,0,4,0,1,Tier 1
5.77,3,7,55,92,69,3,0,9,2,0,Not Eligible
7.93,1,5,75,41,97,4,0,5,2,1,Tier 2
7.53,1,1,57,70,59,1,1,6,5,1,Tier 2
8.06,0,6,53,86,41,5,0,2,1,1,Tier 1
5.09,4,8,69,82,89,4,1,9,1,0,Not Eligible
9.36,0,4,41,61,64,3,0,8,1,1,Tier 1
9.66,1,1,52,49,50,0,1,7,4,1,Tier 1
7.83,1,3,66,91,40,7,1,9,2,1,Tier 2
8.48,4,2,98,69,87,5,0,5,5,1,Tier 1
9.61,3,3,92,72,88,7,1,5,0,1,Tier 1
8.54,3,9,91,58,87,6,0,9,1,1,Tier 1
5.76,4,6,56,85,49,1,1,5,1,0,Not Eligible
7.88,4,9,70,64,56,2,1,9,2,1,Tier 2
8.03,0,7,54,97,69,1,0,1,0,1,Tier 1
7.12,4,0,96,94,74,1,1,10,5,1,Tier 2
8.68,3,7,59,93,89,2,0,10,1,1,Tier 1
9.67,4,4,44,85,58,4,0,8,2,1,Tier 1
9.63,0,6,46,40,85,7,0,3,3,1,Tier 1
7.25,0,0,57,71,92,1,1,8,5,1,Tier 2
5.57,0,1,95,64,96,7,0,5,4,0,Not Eligible
9.92,0,0,50,80,73,5,0,2,5,1,Tier 1
9.19,2,4,71,56,71,7,0,9,2,1,Tier 1
5.62,4,5,89,53,51,1,0,4,1,0,Not Eligible
9.6,1,9,66,84,82,0,1,7,5,1,Tier 1
9.35,4,8,65,52,56,5,1,8,0,1,Tier 1
7.59,2,7,76,77,98,0,0,7,3,1,Tier 2
7.96,0,6,84,78,45,5,0,6,0,1,Tier 2
7.0,2,4,67,41,90,3,0,7,0,0,Not Eligible
5.27,3,2,89,71,52,2,0,4,0,0,Not Eligible
6.68,3,8,41,71,78,5,0,10,2,0,Not Eligible
9.01,4,4,59,97,61,5,0,1,2,1,Tier 1
5.02,4,2,43,79,50,4,1,5,5,0,Not Eligible
6.67,1,2,52,95,46,7,0,8,4,0,Not Eligible
6.99,1,2,63,45,84,4,0,10,3,0,Not Eligible
7.69,3,5,87,64,84,7,0,6,5,1,Tier 2
9.6,0,0,77,42,60,3,0,5,0,1,Tier 1
6.73,2,3,97,57,40,4,0,2,5,0,Not Eligible
6.73,1,7,79,89,69,6,0,10,1,0,Not Eligible
8.69,1,2,87,93,58,7,1,5,5,1,Tier 1
7.26,0,4,84,94,90,6,1,10,5,1,Tier 2
6.12,0,1,94,77,94,4,0,3,0,0,Not Eligible
7.26,4,1,68,82,86,6,1,2,5,1,Tier 2
5.7,2,6,97,42,85,7,0,3,3,0,Not Eligible
5.88,0,9,75,87,68,0,1,4,0,0,Not Eligible
7.49,1,2,41,44,74,6,0,2,2,1,Tier 2
7.09,1,4,80,63,98,4,0,4,2,1,Tier 2
9.57,3,2,57,93,92,4,0,4,5,1,Tier 1
6.81,0,5,88,73,59,6,1,6,5,0,Not Eligible
7.9,4,9,47,86,75,7,1,5,3,1,Tier 2
8.16,2,2,97,87,78,3,0,7,4,1,Tier 1
5.07,4,7,54,78,40,3,0,7,0,0,Not Eligible
8.32,1,1,80,87,62,7,1,3,3,1,Tier 1
5.89,4,2,56,63,70,1,0,9,5,0,Not Eligible
9.81,1,7,62,75,95,4,0,7,5,1,Tier 1
5.74,1,7,41,67,90,4,0,7,5,0,Not Eligible
7.07,1,0,45,87,74,5,1,2,5,1,Tier 2
5.43,1,7,68,88,91,4,1,10,1,0,Not Eligible
9.98,1,9,66,73,86,0,0,3,5,1,Tier 1
7.51,3,1,76,55,84,6,0,3,5,1,Tier 2
7.98,4,6,88,75,61,5,1,6,1,1,Tier 2
5.34,3,5,73,46,85,4,0,4,4,0,Not Eligible
8.75,3,1,57,57,46,0,0,4,2,1,Tier 1
6.05,0,4,81,45,72,1,0,1,5,0,Not Eligible
9.49,0,6,49,89,84,5,0,6,5,1,Tier 1
6.03,0,7,77,67,75,6,1,8,3,0,Not Eligible
5.95,2,2,98,78,83,6,0,8,0,0,Not Eligible
5.18,0,0,83,73,46,7,0,8,3,0,Not Eligible
7.36,4,6,56,90,66,7,0,5,5,1,Tier 2
7.82,3,4,98,80,41,2,1,10,4,1,Tier 2
5.33,4,4,52,68,56,4,1,6,3,0,Not Eligible
8.88,0,6,91,43,40,5,1,5,4,1,Tier 1
7.27,2,0,99,53,97,6,0,4,4,1,Tier 2
7.62,2,7,87,44,85,3,0,4,5,1,Tier 2
7.2,3,9,81,64,69,5,0,4,4,1,Tier 2
7.0,4,4,66,78,61,3,1,4,3,0,Not Eligible
7.8,1,7,92,47,67,4,1,6,1,1,Tier 2
5.78,4,9,41,54,92,0,0,6,0,0,Not Eligible
5.91,0,9,73,98,72,3,0,5,4,0,Not Eligible
9.31,1,4,70,58,65,5,1,9,5,1,Tier 1
9.73,2,6,62,98,74,7,0,8,2,1,Tier 1
6.87,3,9,46,50,50,5,0,10,4,0,Not Eligible
6.35,3,2,77,59,46,6,0,6,3,0,Not Eligible
8.22,2,1,72,94,67,7,1,9,4,1,Tier 1
7.04,0,5,51,75,64,3,0,5,2,1,Tier 2
5.13,2,4,84,57,80,1,1,10,1,0,Not Eligible
5.78,0,8,51,53,70,6,0,4,3,0,Not Eligible
8.58,1,9,58,97,93,1,1,6,3,1,Tier 1
8.29,2,3,48,77,42,1,1,4,5,1,Tier 1
5.14,0,2,49,64,72,3,1,8,3,0,Not Eligible
6.11,1,8,56,55,90,3,0,7,2,0,Not Eligible
6.16,2,7,89,57,97,5,0,5,3,0,Not Eligible
8.36,3,5,79,40,73,4,0,10,1,1,Tier 1
5.1,2,0,78,79,98,4,1,6,0,0,Not Eligible
5.52,4,9,80,40,60,0,1,7,0,0,Not Eligible
9.0,2,0,49,40,95,7,0,2,4,1,Tier 1
5.89,4,5,51,90,76,3,1,9,0,0,Not Eligible
8.26,1,2,54,60,88,6,1,7,2,1,Tier 1
6.19,2,2,70,99,58,7,0,8,0,0,Not Eligible
5.5,1,5,54,64,99,6,1,5,2,0,Not Eligible
6.22,1,2,67,66,76,7,0,3,2,0,Not Eligible
8.61,0,9,43,49,94,4,0,2,4,1,Tier 1
9.28,1,5,75,89,60,4,1,2,0,1,Tier 1
9.15,1,4,94,51,53,1,0,3,4,1,Tier 1
6.99,2,3,40,67,49,1,1,1,3,0,Not Eligible
8.34,2,7,97,88,92,6,0,1,1,1,Tier 1
6.02,3,1,83,71,46,6,0,7,0,0,Not Eligible
6.47,0,6,96,72,68,1,0,10,3,0,Not Eligible
9.48,1,3,73,47,79,2,0,8,5,1,Tier 1
5.07,0,1,86,81,47,7,0,6,3,0,Not Eligible
5.43,4,6,56,65,78,4,0,7,4,0,Not Eligible
6.04,1,0,78,81,52,1,0,1,4,0,Not Eligible
5.13,0,3,77,89,85,1,1,1,1,0,Not Eligible
5.91,3,8,83,80,58,3,0,9,1,0,Not Eligible
7.92,3,3,90,96,50,6,0,5,1,1,Tier 2
7.11,1,2,72,41,41,5,1,7,1,1,Tier 2
9.46,4,9,99,74,88,1,1,6,4,1,Tier 1
9.09,3,9,60,73,45,3,0,4,2,1,Tier 1
6.71,3,1,65,45,68,0,1,1,4,0,Not Eligible
6.3,4,2,85,70,80,1,0,4,2,0,Not Eligible
6.9,0,0,75,62,90,5,0,10,4,0,Not Eligible
7.95,3,9,44,51,44,3,1,10,5,1,Tier 2
6.34,2,7,72,93,80,5,1,8,4,0,Not Eligible
8.12,3,0,40,90,69,1,0,1,1,1,Tier 1
7.05,0,2,92,67,96,0,1,2,2,1,Tier 2
